SRX3010190	CTCF	Neural	Bipolar spindle neurons	age=53 year	donor ID=ENCDO336AAA	dev stage=adult	sample type=in vitro differentiated cells	cell type=bipolar spindle neuron									
SRX3010191	CTCF	Neural	Bipolar spindle neurons	age=53 year	donor ID=ENCDO336AAA	dev stage=adult	sample type=in vitro differentiated cells	cell type=bipolar spindle neuron									
SRX3010194	EZH2	Neural	Bipolar spindle neurons	age=53 year	donor ID=ENCDO336AAA	dev stage=adult	sample type=in vitro differentiated cells	cell type=bipolar spindle neuron									
SRX3010195	EZH2	Neural	Bipolar spindle neurons	age=53 year	donor ID=ENCDO336AAA	dev stage=adult	sample type=in vitro differentiated cells	cell type=bipolar spindle neuron									
SRX3010297	EZH2	Liver	Hepatocytes	age=5 day	donor ID=ENCDO222AAA	dev stage=embryonic	sample type=in vitro differentiated cells	cell type=hepatocyte	health state=healthy								
SRX3010298	EZH2	Liver	Hepatocytes	age=5 day	donor ID=ENCDO222AAA	dev stage=embryonic	sample type=in vitro differentiated cells	cell type=hepatocyte	health state=healthy								
SRX3056625	CTCF	Blood	Erythroblasts	source_name=Fetal erythroblasts_CTCF_ChIP	tissue=Fetal liver	cell type=CD34+ derived erythroblasts	differentiation stage=Day 14										
SRX3056626	CTCF	Blood	Erythroblasts	source_name=Fetal erythroblasts_CTCF_ChIP	tissue=Fetal liver	cell type=CD34+ derived erythroblasts	differentiation stage=Day 11										
SRX3083285	BACH2	Blood	B cells	source_name=B cells	cell type=Activated B cells	passages=Primary Cells	transfection=siBACH2										
SRX323567	ASCL1	Epidermis	Keratinocytes	source_name=human epidermal keratinocytes	cell type=human epidermal keratinocytes	strain=C57BL/6											
SRX3240987	MED1	Others	Mesenchymal stem cells	source_name=hMSC-TERT4_MED1_D0	cell line=hMSC-TERT4	differentiation stage=D0											
SRX3240988	MED1	Others	Mesenchymal stem cells	source_name=hMSC-TERT4_MED1_D0	cell line=hMSC-TERT4	differentiation stage=D0											
SRX3240989	MED1	Others	Mesenchymal stem cells	source_name=hMSC-TERT4_MED1_4h	cell line=hMSC-TERT4	differentiation stage=4h											
SRX3240990	MED1	Others	Mesenchymal stem cells	source_name=hMSC-TERT4_MED1_4h	cell line=hMSC-TERT4	differentiation stage=4h											
SRX3240991	MED1	Others	Mesenchymal stem cells	source_name=hMSC-TERT4_MED1_D1	cell line=hMSC-TERT4	differentiation stage=D1											
SRX3240992	MED1	Others	Mesenchymal stem cells	source_name=hMSC-TERT4_MED1_D1	cell line=hMSC-TERT4	differentiation stage=D1											
SRX3240993	MED1	Others	Mesenchymal stem cells	source_name=hMSC-TERT4_MED1_D3	cell line=hMSC-TERT4	differentiation stage=D3											
SRX3240994	MED1	Others	Mesenchymal stem cells	source_name=hMSC-TERT4_MED1_D3	cell line=hMSC-TERT4	differentiation stage=D3											
SRX3240995	MED1	Others	Mesenchymal stem cells	source_name=hMSC-TERT4_MED1_D7	cell line=hMSC-TERT4	differentiation stage=D7											
SRX3240996	MED1	Others	Mesenchymal stem cells	source_name=hMSC-TERT4_MED1_D7	cell line=hMSC-TERT4	differentiation stage=D7											
SRX3240997	MED1	Others	Mesenchymal stem cells	source_name=hMSC-TERT4_MED1_D14	cell line=hMSC-TERT4	differentiation stage=D14											
SRX3240998	MED1	Others	Mesenchymal stem cells	source_name=hMSC-TERT4_MED1_D14	cell line=hMSC-TERT4	differentiation stage=D14											
SRX3279750	IRF4	Blood	CD4+ T cells	source_name=Blood	cell type=CD4 T cells	chip antibodies=IRF4 (Santa Cruz Biotechnology; sc-6059X; M-17; polyclonal)											
SRX3279751	NFATC1	Blood	CD4+ T cells	source_name=Blood	cell type=CD4 T cells	chip antibodies=NFATc1 (Santa Cruz Biotechnology; sc-7294X; 7A6; monoclonal)											
SRX3279752	NFATC2	Blood	CD4+ T cells	source_name=Blood	cell type=CD4 T cells	chip antibodies=NFATc2 (Thermo Fischer scientific; MA1-025; 2510.D6.D2; monoclonal)											
SRX3288977	IRF3	Lung	Bronchial tracheal epithelial cells	source_name=Primary Human Bronchial/Tracheal Epithelial Cells (HBTEC)	cell type=Primary Human Bronchial/Tracheal Epithelial Cells (HBTEC)	passage=&lt;10											
SRX3288978	IRF3	Lung	Bronchial tracheal epithelial cells	source_name=Primary Human Bronchial/Tracheal Epithelial Cells (HBTEC)	cell type=Primary Human Bronchial/Tracheal Epithelial Cells (HBTEC)	passage=&lt;10											
SRX3288979	IRF3	Lung	Bronchial tracheal epithelial cells	source_name=Primary Human Bronchial/Tracheal Epithelial Cells (HBTEC)	cell type=Primary Human Bronchial/Tracheal Epithelial Cells (HBTEC)	passage=&lt;10											
SRX3288980	IRF3	Lung	Bronchial tracheal epithelial cells	source_name=Primary Human Bronchial/Tracheal Epithelial Cells (HBTEC)	cell type=Primary Human Bronchial/Tracheal Epithelial Cells (HBTEC)	passage=&lt;10											
SRX3288981	IRF3	Lung	Bronchial tracheal epithelial cells	source_name=Primary Human Bronchial/Tracheal Epithelial Cells (HBTEC)	cell type=Primary Human Bronchial/Tracheal Epithelial Cells (HBTEC)	passage=&lt;10											
SRX331853	REST	Blood	CD4+ T cells	source_name=CD4+ T cell	cell type=CD4+ T cell												
SRX3321887	EP300	Digestive tract	Gastroesophageal sphincter	tissue=gastroesophageal sphincter	sample_type=tissue	age=53 year	donor ID=ENCDO793LXB	dev_stage=adult									
SRX3321913	CTCF	Digestive tract	Esophagus squamous epithelium	tissue=esophagus squamous epithelium	sample_type=tissue	age=51 year	donor ID=ENCDO271OUW	dev_stage=adult									
SRX3322151	EP300	Epidermis	Suprapubic skin	tissue=suprapubic skin	sample_type=tissue	age=37 year	donor ID=ENCDO845WKR	dev_stage=adult									
SRX3322184	HNF4G	Liver	Liver	age=4 year	dev stage=child	donor ID=ENCDO882MMZ	tissue=liver	health state=healthy	sample type=tissue								
SRX3322233	FOXA2	Liver	Liver	tissue=liver	age=32 year	donor ID=ENCDO060AAA	dev stage=adult	sample type=tissue	health state=healthy with non-obstructive CAD (coronary artery disease)								
SRX3322347	EP300	Breast	Breast epithelium	tissue=breast epithelium	sample_type=tissue	age=53 year	donor ID=ENCDO793LXB	dev_stage=adult									
SRX3322642	CTCF	Gonad	Ovary	tissue=ovary	sample_type=tissue	age=53 year	donor ID=ENCDO793LXB	dev_stage=adult									
SRX3322644	CTCF	Gonad	Testis	tissue=testis	sample_type=tissue	age=37 year	donor ID=ENCDO845WKR	dev_stage=adult									
SRX3322685	EP300	Digestive tract	Gastroesophageal sphincter	tissue=gastroesophageal sphincter	sample_type=tissue	age=54 year	donor ID=ENCDO451RUA	dev_stage=adult									
SRX3322808	CTCF	Prostate	Prostate gland	tissue=prostate gland	sample_type=tissue	age=54 year	donor ID=ENCDO451RUA	dev_stage=adult									
SRX3322847	CTCF	Others	Thyroid Gland	tissue=thyroid gland	sample_type=tissue	age=51 year	donor ID=ENCDO271OUW	dev_stage=adult									
SRX3322917	EP300	Uterus	Vagina	tissue=vagina	sample_type=tissue	age=51 year	donor ID=ENCDO271OUW	dev_stage=adult									
SRX3322994	CTCF	Adipocyte	"Colon, Transverse"	tissue=transverse colon	sample_type=tissue	age=53 year	donor ID=ENCDO793LXB	dev_stage=adult									
SRX3345973	INTS13	Blood	Monocytes	source_name=in vitro differentiated monocytes (from fetal liver CD34+ cells)	cell type=in vitro differentiated monocytes (cord blood CD34+ derived)												
SRX338979	ERCC6	Others	Fibroblasts	source_name=CSB∆N1 CHIP	cell type=fibroblast												
SRX341010	MYOD1	Muscle	Myoblasts	source_name=human myoblast	tissue=myoblast												
SRX341011	MYOD1	Muscle	Myotube	source_name=human myotube	tissue=myotube												
SRX3445722	ZNF341	Blood	B cells	"source_name=ZNF341_ChIPSeq, EBV-transformed B cells"	cell type=EBV-transformed B cells												
SRX3445723	ZNF341	Blood	B cells	"source_name=ZNF341_ChIPSeq, EBV-transformed B cells"	cell type=EBV-transformed B cells												
SRX3460916	IKZF3	Blood	Pre-B cells	source_name=pre-B cell line	"chip antibody catalog/vendor=ab139408, Abcam"												
SRX3460917	IKZF1	Blood	Pre-B cells	source_name=pre-B cell line	"chip antibody catalog/vendor=ab26083, Abcam"												
SRX3460918	MTA2	Blood	Pre-B cells	source_name=pre-B cell line	"chip antibody catalog/vendor=ab8106, Abcam"												
SRX3460919	CHD4	Blood	Pre-B cells	source_name=pre-B cell line	"chip antibody catalog/vendor=ab72418, Abcam"												
SRX3460920	POU2AF1	Blood	Pre-B cells	source_name=pre-B cell line	"chip antibody catalog/vendor=sc-955, Santa Cruz"												
SRX3460921	POU2F2	Blood	Pre-B cells	source_name=pre-B cell line	"chip antibody catalog/vendor=sc233, Santa Cruz"												
SRX3468047	SS18	Others	Fibroblasts	source_name=CRL7250 (fibroblast)	cell line=CRL7250 (fibroblast)	shRNA=naive											
SRX3468052	SUZ12	Others	Fibroblasts	source_name=CRL7250 (fibroblast)	cell line=CRL7250 (fibroblast)	shRNA=SS18											
SRX3468053	SUZ12	Others	Fibroblasts	source_name=CRL7250 (fibroblast)	cell line=CRL7250 (fibroblast)	shRNA=SS18-SSX											
SRX346922	MITF	Epidermis	Melanocytes	source_name=Primary human melanocytes infected with a lentivirus for BRAFV600E	cell type=Primary Melanocyte	genotype/variation=BRAFV600E overexpression	braf signaling status=ON										
SRX3511907	YAP1	Epidermis	Dermal fibroblast	source_name=HDF	cell type=Dermal fibroblast (LONZA CC-2511)	passage=Passage 9	treatment=5 ng TGFb1/mL for 24h										
SRX3511908	YAP1	Epidermis	Dermal fibroblast	source_name=HDF	cell type=Dermal fibroblast (LONZA CC-2511)	passage=Passage 9	treatment=5 ng TGFb1/mL for 24h										
SRX352046	ERCC6	Others	Fibroblasts	source_name=fibroblast_menadione_CSB-ChIP	cell type=fibroblast	treated with=menadione											
SRX3545872	SMARCC1	Blood	Bone marrow nuclear cells	source_name=AML patient 1 bone marrow nuclear cells	tissue=Bone marrow												
SRX3545876	SMARCC1	Blood	Bone marrow nuclear cells	source_name=AML patient 2 bone marrow nuclear cells	tissue=Bone marrow												
SRX3545880	SMARCC1	Blood	Bone marrow nuclear cells	source_name=AML patient 3 bone marrow nuclear cells	tissue=Bone marrow												
SRX356482	CTCF	Blood	Lymphoblastoid cell line	source_name=Lymphoblastoid Cell Lines	cell line=12890	replicate=1											
SRX356483	CTCF	Blood	Lymphoblastoid cell line	source_name=Lymphoblastoid Cell Lines	cell line=12890	replicate=2.2											
SRX356484	CTCF	Blood	Lymphoblastoid cell line	source_name=Lymphoblastoid Cell Lines	cell line=12890	replicate=2											
SRX356499	STAG1	Blood	Lymphoblastoid cell line	source_name=Lymphoblastoid Cell Lines	cell line=12890	replicate=1											
SRX356500	STAG1	Blood	Lymphoblastoid cell line	source_name=Lymphoblastoid Cell Lines	cell line=12890	replicate=2											
SRX356545	CTCF	Blood	Lymphoblastoid cell line	source_name=Lymphoblastoid Cell Lines	cell line=18486	replicate=1.2											
SRX356546	CTCF	Blood	Lymphoblastoid cell line	source_name=Lymphoblastoid Cell Lines	cell line=18486	replicate=1											
SRX356547	CTCF	Blood	Lymphoblastoid cell line	source_name=Lymphoblastoid Cell Lines	cell line=18486	replicate=2											
SRX356559	STAG1	Blood	Lymphoblastoid cell line	source_name=Lymphoblastoid Cell Lines	cell line=18486	replicate=1											
SRX356560	STAG1	Blood	Lymphoblastoid cell line	source_name=Lymphoblastoid Cell Lines	cell line=18486	replicate=2											
SRX356712	CTCF	Blood	Lymphoblastoid cell line	source_name=Lymphoblastoid Cell Lines	cell line=2255	replicate=1											
SRX356713	CTCF	Blood	Lymphoblastoid cell line	source_name=Lymphoblastoid Cell Lines	cell line=2255	replicate=2.2											
SRX356714	CTCF	Blood	Lymphoblastoid cell line	source_name=Lymphoblastoid Cell Lines	cell line=2255	replicate=2											
SRX356728	STAG1	Blood	Lymphoblastoid cell line	source_name=Lymphoblastoid Cell Lines	cell line=2255	replicate=1											
SRX356729	STAG1	Blood	Lymphoblastoid cell line	source_name=Lymphoblastoid Cell Lines	cell line=2255	replicate=2											
SRX356730	CTCF	Blood	Lymphoblastoid cell line	source_name=Lymphoblastoid Cell Lines	cell line=2588	replicate=1											
SRX356731	CTCF	Blood	Lymphoblastoid cell line	source_name=Lymphoblastoid Cell Lines	cell line=2588	replicate=2.2											
SRX356732	CTCF	Blood	Lymphoblastoid cell line	source_name=Lymphoblastoid Cell Lines	cell line=2588	replicate=2											
SRX356746	STAG1	Blood	Lymphoblastoid cell line	source_name=Lymphoblastoid Cell Lines	cell line=2588	replicate=1											
SRX356747	STAG1	Blood	Lymphoblastoid cell line	source_name=Lymphoblastoid Cell Lines	cell line=2588	replicate=2											
SRX356748	CTCF	Blood	Lymphoblastoid cell line	source_name=Lymphoblastoid Cell Lines	cell line=2610	replicate=1											
SRX356749	CTCF	Blood	Lymphoblastoid cell line	source_name=Lymphoblastoid Cell Lines	cell line=2610	replicate=2.2											
SRX356750	CTCF	Blood	Lymphoblastoid cell line	source_name=Lymphoblastoid Cell Lines	cell line=2610	replicate=2											
SRX356764	STAG1	Blood	Lymphoblastoid cell line	source_name=Lymphoblastoid Cell Lines	cell line=2610	replicate=1											
SRX356765	STAG1	Blood	Lymphoblastoid cell line	source_name=Lymphoblastoid Cell Lines	cell line=2610	replicate=2											
SRX356766	CTCF	Blood	Lymphoblastoid cell line	source_name=Lymphoblastoid Cell Lines	cell line=2630	replicate=1											
SRX356767	CTCF	Blood	Lymphoblastoid cell line	source_name=Lymphoblastoid Cell Lines	cell line=2630	replicate=2.2											
SRX356768	CTCF	Blood	Lymphoblastoid cell line	source_name=Lymphoblastoid Cell Lines	cell line=2630	replicate=2											
SRX356782	STAG1	Blood	Lymphoblastoid cell line	source_name=Lymphoblastoid Cell Lines	cell line=2630	replicate=1											
SRX356783	STAG1	Blood	Lymphoblastoid cell line	source_name=Lymphoblastoid Cell Lines	cell line=2630	replicate=2											
SRX3585704	HMGB1	Lung	Lung fibroblasts	source_name=fetal lung fibroblast cells	cell type=fetal lung fibroblast cells	donor=single donor	genotype=WT	treatment=proliferating									
SRX3586365	RUNX1	Blood	Pre-B lymphoblast cells	source_name=Pre-B lymphoblast cells	cell type=Blast from BCP-ALL patient	tissue=Bone marrow	disease state=Human BCP-ALL										
SRX3586366	RUNX1	Blood	Pre-B lymphoblast cells	source_name=Pre-B lymphoblast cells	cell type=Blast from BCP-ALL patient	tissue=Bone marrow	disease state=Human BCP-ALL										
SRX3586367	RUNX1	Blood	Pre-B lymphoblast cells	source_name=Pre-B lymphoblast cells	cell type=Blast from BCP-ALL patient	tissue=Bone marrow	disease state=Human BCP-ALL										
SRX3666488	TP53	Blood	T cells	source_name=PHA-stimulated human T-lymphocytes from healthy volunteer # 45	subject id=45	cell type=PHA-stimulated human T-lymphocytes											
SRX3666490	TP53	Blood	T cells	source_name=PHA-stimulated human T-lymphocytes from healthy volunteer # 45	subject id=45	cell type=PHA-stimulated human T-lymphocytes											
SRX3666492	TP53	Blood	T cells	source_name=PHA-stimulated human T-lymphocytes from healthy volunteer # 45	subject id=45	cell type=PHA-stimulated human T-lymphocytes											
SRX3666494	TP53	Blood	T cells	source_name=PHA-stimulated human T-lymphocytes from healthy volunteer # 90	subject id=90	cell type=PHA-stimulated human T-lymphocytes											
SRX3666496	TP53	Blood	T cells	source_name=PHA-stimulated human T-lymphocytes from healthy volunteer # 90	subject id=90	cell type=PHA-stimulated human T-lymphocytes											
SRX3666498	TP53	Blood	T cells	source_name=PHA-stimulated human T-lymphocytes from healthy volunteer # 90	subject id=90	cell type=PHA-stimulated human T-lymphocytes											
SRX3666500	TP53	Blood	T cells	source_name=PHA-stimulated human T-lymphocytes from healthy volunteer # 104	subject id=104	cell type=PHA-stimulated human T-lymphocytes											
SRX3666502	TP53	Blood	T cells	source_name=PHA-stimulated human T-lymphocytes from healthy volunteer # 104	subject id=104	cell type=PHA-stimulated human T-lymphocytes											
SRX3666504	TP53	Blood	T cells	source_name=PHA-stimulated human T-lymphocytes from healthy volunteer # 104	subject id=104	cell type=PHA-stimulated human T-lymphocytes											
SRX3666506	TP53	Blood	T cells	source_name=PHA-stimulated human T-lymphocytes from healthy volunteer # 116	subject id=116	cell type=PHA-stimulated human T-lymphocytes											
SRX3666508	TP53	Blood	T cells	source_name=PHA-stimulated human T-lymphocytes from healthy volunteer # 116	subject id=116	cell type=PHA-stimulated human T-lymphocytes											
SRX3666510	TP53	Blood	T cells	source_name=PHA-stimulated human T-lymphocytes from healthy volunteer # 116	subject id=116	cell type=PHA-stimulated human T-lymphocytes											
SRX3679898	KMT2D	Epidermis	Keratinocytes	source_name=keratinocytes	tissue=keratinocytes	genotype/variation=shKMT2D											
SRX3679900	KMT2D	Epidermis	Keratinocytes	source_name=keratinocytes	tissue=keratinocytes	genotype/variation=shSC											
SRX3679902	KMT2D	Epidermis	Keratinocytes	source_name=keratinocytes	tissue=keratinocytes	genotype/variation=shKMT2D											
