DRX044425	CTCF	Blood	T cells	sample_name=003_ED_ChIP_CTCF_1	cell_line=ED cells	cell_type=T cell	replicate=biological replicate 1
DRX044426	CTCF	Blood	T cells	sample_name=004_ED_ChIP_CTCF_2	cell_line=ED cells	cell_type=T cell	replicate=biological replicate 2										
SRX3586331	NR3C1	Blood	Macrophages	source_name=Adult Human Peripheral Blood	tissue=Adult Human Peripheral Blood	cell type=Macrophages	donor=Buffycoat 45										
SRX3586332	NR3C1	Blood	Macrophages	source_name=Adult Human Peripheral Blood	tissue=Adult Human Peripheral Blood	cell type=Macrophages	donor=Buffycoat 45										
SRX3642946	PRMT1	Epidermis	Keratinocytes	source_name=human keratinoctyes expressing HA-PRMT1	cell type=primary human neonatal keratinocytes												
SRX3642947	PRMT1	Epidermis	Keratinocytes	source_name=human keratinoctyes expressing HA-PRMT1	cell type=primary human neonatal keratinocytes												
SRX3642948	PRMT1	Epidermis	Keratinocytes	source_name=human keratinoctyes expressing HA-PRMT1	cell type=primary human neonatal keratinocytes												
SRX3642949	PRMT1	Epidermis	Keratinocytes	source_name=human keratinoctyes expressing HA-PRMT1	cell type=primary human neonatal keratinocytes												
SRX3655130	PBX1	Blood	Natural Killer T-Cells	source_name=Decidua NK cells	tissue=decidua tissue	cell type=CD56+CD3- NK cells											
SRX3655131	PBX1	Blood	Natural Killer T-Cells	source_name=Decidua NK cells	tissue=decidua tissue	cell type=CD56+CD3- NK cells											
SRX372174	NR2F2	Uterus	Endometrial stromal cells	source_name=Endometrial stromal cells	cell type=Primary endometrial stromal cells	passage=3~5											
SRX3734300	TP53	Epidermis	Foreskin	source_name=Foreskin	treatment=DMSO												
SRX3734314	TP63	Breast	Mammary glands	source_name=Breast mammary gland	treatment=DMSO												
SRX3734320	TP53	Breast	Mammary glands	source_name=Breast mammary gland	treatment=DMSO												
SRX3768713	MLLT3	Blood	CD34 Hematopoietic stem cells	source_name=human FL CD34+CD38-/lowCD90+	cell type=FL-HSPC												
SRX3768714	MLLT3	Blood	CD34 Hematopoietic stem cells	source_name=human FL CD34+CD38-/lowCD90+	cell type=FL-HSPC												
SRX3768715	MLLT3	Blood	CD34 Hematopoietic stem cells	source_name=human FL CD34+CD38-/lowCD90+	cell type=FL-HSPC												
SRX3768720	MLLT3	Blood	Erythroblasts	source_name=human FL CD34-CD71+CD235a+	cell type=FL-Erythroblasts												
SRX3768721	MLLT3	Blood	Erythroblasts	source_name=human FL CD34-CD71+CD235a+	cell type=FL-Erythroblasts												
SRX3768736	MLLT3	Blood	CD34 Hematopoietic stem cells	source_name=human FL CD34+CD38-/lowCD90+GFP+	cell type=4w cultured HSPC	genotype/variation=control											
SRX381543	LDB1	Blood	Erythroblasts	source_name=human erythroid progenitor (HEP)	cell type=human erythroid progenitor (HEP)	antibodies=LDB1											
SRX381545	CTCF	Blood	Erythroblasts	source_name=human erythroid progenitor (HEP)	cell type=human erythroid progenitor (HEP)	antibodies=CTCF											
SRX386202	GATA1	Blood	CD34+	source_name=Human primary adult proerythroblasts (ProEs)	cell type=CD34+ HSPC-derived proerythroblasts	tissue=bone marrow	developmental stage=adult										
SRX386203	TAL1	Blood	CD34+	source_name=Human primary adult proerythroblasts (ProEs)	cell type=CD34+ HSPC-derived proerythroblasts	tissue=bone marrow	developmental stage=adult										
SRX386204	GFI1B	Blood	CD34+	source_name=Human primary adult proerythroblasts (ProEs)	cell type=CD34+ HSPC-derived proerythroblasts	tissue=bone marrow	developmental stage=adult										
SRX386478	MAF	Epidermis	Keratinocytes	"source_name=human epidermal keratinocytes, MAF ChIP"	tissue=foreskin	cell type=primary human epidermal keratinocytes											
SRX386479	MAFB	Epidermis	Keratinocytes	"source_name=human epidermal keratinocytes, MAFB ChIP"	tissue=foreskin	cell type=primary human epidermal keratinocytes											
SRX3934090	INTS13	Blood	Monocytes	source_name=circulating monocytes	cell type=circulating monocytes												
SRX393516	TAL1	Cardiovascular	Primary endothelial cells	source_name=Human primary endothelial colony-forming cells	treatment=none												
SRX393518	TAL1	Cardiovascular	Primary endothelial cells	source_name=Human primary endothelial colony-forming cells	treatment=100 ng/ml final TSA												
SRX396251	TP53	Others	Fibroblasts	source_name=diploid fibroblast	factor=p53	condition=Growing											
SRX396254	TP53	Others	Fibroblasts	source_name=diploid fibroblast	factor=p53	condition=pAPO											
SRX396257	TP53	Others	Fibroblasts	source_name=diploid fibroblast	factor=p53	condition=DDR											
SRX396258	TP53	Others	Fibroblasts	source_name=diploid fibroblast	factor=p53	condition=DDR											
SRX396259	TP53	Others	Fibroblasts	source_name=diploid fibroblast	factor=p53	condition=Growing											
SRX396268	TP53	Others	Fibroblasts	source_name=diploid fibroblast	factor=p53	condition=DDR											
SRX4046302	CXXC1	Blood	Erythroblasts	source_name=erythroblast	cell type=Adult erythroblasts	number of sonications=1											
SRX4046303	CXXC1	Blood	Erythroblasts	source_name=erythroblast	cell type=Adult erythroblasts	number of sonications=1											
SRX4046306	HCFC1	Blood	Erythroblasts	source_name=erythroblast	cell type=Adult erythroblasts	number of sonications=1											
SRX4046307	MEN1	Blood	Erythroblasts	source_name=erythroblast	cell type=Adult erythroblasts	number of sonications=2											
SRX4046308	RBBP5	Blood	Erythroblasts	source_name=erythroblast	cell type=Adult erythroblasts	number of sonications=1											
SRX4046309	SETD1A	Blood	Erythroblasts	source_name=erythroblast	cell type=Adult erythroblasts	number of sonications=1											
SRX4116559	FOXP1	Blood	B cells	source_name=Naïve IgD+ B cells	tissue=Primary tonsilar B cells												
SRX4116561	FOXP1	Blood	B cells	source_name=Germinal Center CD77+ B cells	tissue=Primary tonsilar B cells												
SRX4212585	EZH2	Blood	Peripheral blood mononuclear cells	source_name=Peripheral blood mononuclear cell	tumor type=Normal healthy control	tumor classification=Normal B cells	ngs seq=ChIP seq										
SRX4370433	CTCF	Neural	Anterior temporal cortex	source_name=Adult anterior temporal cortex	developmental stage=Adult	tissue=brain (anterior temporal cortex)											
SRX4394213	HDGF2	Muscle	Myoblasts	source_name=Myoblast	genotype=Wild type	tissue=Myoblast											
SRX4394214	HDGF2	Muscle	Myotube	source_name=Myotube	genotype=Wild type	tissue=Myotube											
SRX4394221	PSIP1	Muscle	Myoblasts	source_name=Myoblast	genotype=Wild type	tissue=Myoblast											
SRX4394222	PSIP1	Muscle	Myotube	source_name=Myotube	genotype=Wild type	tissue=Myotube											
SRX4394225	SUPT16H	Muscle	Myoblasts	source_name=Myoblast	genotype=Wild type	tissue=Myoblast											
SRX4394226	SUPT16H	Muscle	Myotube	source_name=Myotube	genotype=Wild type	tissue=Myotube											
SRX447387	LMNA	Epidermis	Dermal fibroblast	source_name=normal primary dermal fibroblasts	cell line=--	cell type=normal primary dermal fibroblasts	passages=5-7										
SRX447388	LMNA	Epidermis	Dermal fibroblast	source_name=normal primary dermal fibroblasts	cell line=--	cell type=normal primary dermal fibroblasts	passages=5-7										
SRX4488114	NR3C1	Kidney	Podocytes	source_name=human podocyte	tissue=podocyte												
SRX4582746	AR	Prostate	Localized prostate	source_name=Patient localized prostate normal tissue	tissue=localized normal tissue	chromosome=Chr2											
SRX4582748	AR	Prostate	Localized prostate	source_name=Patient localized prostate normal tissue	tissue=localized normal tissue	chromosome=Chr2											
SRX4637892	ELK1	Epidermis	Dermal fibroblast	source_name=Primary human dermal fibroblast	tissue=human dermal skin	passages=5	condition=control										
SRX4649679	TP53	Epidermis	Foreskin	source_name=Foreskin	treatment=DMSO	cell type=Foreskin fibroblasts											
SRX467199	NR2C2	Blood	Erythroblasts	"source_name=D8-erythroid cells, TR4 ChIP"	cell type=erythroid cells	time point=day 8 of differentiation	developmental stage=proerythroblast	disease status=healthy									
SRX467200	NR2C2	Blood	Erythroblasts	"source_name=D11-erythroid cells, TR4 ChIP"	cell type=erythroid cells	time point=day 11 of differentiation	developmental stage=basophilic ~ polychromatic erythroblast	disease status=healthy									
SRX467201	NR2C2	Blood	Erythroblasts	"source_name=D14-erythroid cells, TR4 ChIP"	cell type=erythroid cells	time point=day 14 of differentiation	developmental stage=polychromatic ~ orthochromatic erythroblast	disease status=healthy									
SRX469458	EBF1	Adipocyte	Adipose stromal cell	source_name=hASC_anti_EBF1	cell type=Adipose stromal cell (ASC) adipocyte												
SRX469460	EBF1	Adipocyte	Adipose stromal cell	source_name=hASC_anti_EBF1	cell type=Adipose stromal cell (ASC) adipocyte												
SRX4711138	LMNB1	Adipocyte	Adipose stem cells	source_name=Human primary adipose stem cells	time point=Day -2 (proliferative; Pro)	cell type=Proliferating adipose stem cells (ASCs) in growth medium	replicate=rep1										
SRX4711139	LMNB1	Adipocyte	Adipose stem cells	source_name=Human primary adipose stem cells	time point=Day 0	cell type=ASCs on the day of differentiation induction	replicate=rep1										
SRX4711140	LMNB1	Adipocyte	Adipose stem cells	source_name=Human primary adipose stem cells	time point=Day 1	cell type=ASCs on day 1 after adipogenic induction	replicate=rep1										
SRX4711141	LMNB1	Adipocyte	Adipose stem cells	source_name=Human primary adipose stem cells	time point=Day 3	cell type=ASCs on day 3 after adipogenic induction	replicate=rep1										
SRX4711142	LMNB1	Adipocyte	Adipose stem cells	source_name=Human primary adipose stem cells	time point=Day -2 (proliferative; Pro)	cell type=Proliferating adipose stem cells (ASCs) in growth medium	replicate=rep2										
SRX4711143	LMNB1	Adipocyte	Adipose stem cells	source_name=Human primary adipose stem cells	time point=Day 0	cell type=ASCs on the day of differentiation induction	replicate=rep2										
SRX4711144	LMNB1	Adipocyte	Adipose stem cells	source_name=Human primary adipose stem cells	time point=Day 1	cell type=ASCs on day 1 after adipogenic induction	replicate=rep2										
SRX4711145	LMNB1	Adipocyte	Adipose stem cells	source_name=Human primary adipose stem cells	time point=Day 3	cell type=ASCs on day 3 after adipogenic induction	replicate=rep2										
SRX4723358	GATA3	Neural	Neurons	source_name=2 week neuron_homerTF_GATA3_WT126	individual=wt126	sh=none											
SRX4723359	GATA3	Neural	Neurons	source_name=2 week neuron_homerTF_GATA3_WT33	individual=wt33	sh=none											
SRX4734150	SMARCA4	Cardiovascular	Smooth muscle cells	source_name=Wild type Smooth Muscle Cells	genotype/variation=Wild Type	cell type=Wild type Smooth Muscle Cells											
SRX4734151	HDAC9	Cardiovascular	Smooth muscle cells	source_name=Wild type Smooth Muscle Cells	genotype/variation=Wild Type	cell type=Wild type Smooth Muscle Cells											
SRX476913	SNAI2	Epidermis	Keratinocytes	source_name=keratinocytes_control shRNA_growth medium_SNAI2-ChIPseq	cell type=Human keratinocytes	genotype/variation=control shRNA	culture medium=growth medium										
SRX476914	SNAI2	Epidermis	Keratinocytes	source_name=keratinocytes_control shRNA_growth medium_SNAI2-ChIPseq	cell type=Human keratinocytes	genotype/variation=control shRNA	culture medium=growth medium										
SRX4796925	PPARG	Adipocyte	Adipose Tissue	source_name=Adipose tissue	tissue=Adipose												
SRX4796926	PPARG	Adipocyte	Adipose Tissue	source_name=Adipose tissue	tissue=Adipose												
SRX4796927	PPARG	Adipocyte	Adipose Tissue	source_name=Adipose tissue	tissue=Adipose												
SRX4796928	PPARG	Adipocyte	Adipose Tissue	source_name=Adipose tissue	tissue=Adipose												
SRX4796929	PPARG	Adipocyte	Adipose Tissue	source_name=Adipose tissue	tissue=Adipose												
SRX4797395	LMNA	Cardiovascular	"Myocytes, Cardiac"	source_name=PCM1 positive cardiac myocyte nuclei	age=59	group=Control											
SRX4797397	LMNA	Cardiovascular	"Myocytes, Cardiac"	source_name=PCM1 positive cardiac myocyte nuclei	age=43	group=Control											
SRX481485	PCGF2	Others	Fibroblasts	source_name=Cultured fibroblasts	genotype=normal foreskin	treatment=300 nM solvent (methanol) for 4 h											
SRX481486	PCGF2	Others	Fibroblasts	source_name=Cultured fibroblasts	genotype=normal foreskin	treatment=300 nM 4-hydroxy tamoxifen (OHT) for 4 h											
SRX4911598	FOXA2	Uterus	Endometrium	source_name=endometrium	phase=proliferative												
SRX4911599	FOXA2	Uterus	Endometrium	source_name=endometrium	phase=proliferative												
SRX4911600	FOXA2	Uterus	Endometrium	source_name=endometrium	phase=mid-secretory												
SRX4911601	FOXA2	Uterus	Endometrium	source_name=endometrium	phase=mid-secretory												
SRX4976908	TP63	Epidermis	Keratinocytes	source_name=human Keratinocytes	genotype=wild-type	treatment strategy=Day 0 of epidermal differentiation (epidermal keratinocyte)											
SRX4976909	TP63	Epidermis	Keratinocytes	source_name=human Keratinocytes	genotype=wild-type	treatment strategy=Day 0 of epidermal differentiation (epidermal keratinocyte)											
SRX4985784	KDM6B	Blood	CD4+ T cells	source_name=peripheral blood of healthy donors	cell type=naive CD4 T cells	time=T24											
SRX4985785	KDM6B	Blood	CD4+ T cells	source_name=peripheral blood of healthy donors	cell type=naive CD4 T cells	time=T0											
SRX4985786	KDM6B	Blood	CD4+ T cells	source_name=peripheral blood of healthy donors	cell type=naive CD4 T cells	time=T0											
SRX4985787	KDM6B	Blood	CD4+ T cells	source_name=peripheral blood of healthy donors	cell type=naive CD4 T cells	time=T0											
SRX4985788	KDM6B	Blood	CD4+ T cells	source_name=peripheral blood of healthy donors	cell type=naive CD4 T cells	time=T8											
SRX4985789	KDM6B	Blood	CD4+ T cells	source_name=peripheral blood of healthy donors	cell type=naive CD4 T cells	time=T8											
SRX4985790	KDM6B	Blood	CD4+ T cells	source_name=peripheral blood of healthy donors	cell type=naive CD4 T cells	time=T8											
SRX4985791	KDM6B	Blood	CD4+ T cells	source_name=peripheral blood of healthy donors	cell type=naive CD4 T cells	time=T24											
SRX4985792	KDM6B	Blood	CD4+ T cells	source_name=peripheral blood of healthy donors	cell type=naive CD4 T cells	time=T24											
SRX4985793	KDM6B	Blood	CD4+ T cells	source_name=peripheral blood of healthy donors	cell type=naive CD4 T cells	time=T24											
SRX4996447	HNRNPK	Epidermis	Keratinocytes	source_name=Human epidermal keratinocyte	tissue=Neonatal foreskin	cell type=primary keratinocytes	genotype=wildtype										
SRX4996448	HNRNPK	Epidermis	Keratinocytes	source_name=Human epidermal keratinocyte	tissue=Neonatal foreskin	cell type=primary keratinocytes	genotype=wildtype										
SRX4996449	HNRNPK	Epidermis	Keratinocytes	source_name=Human epidermal keratinocyte	tissue=Neonatal foreskin	cell type=primary keratinocytes	genotype=wildtype										
SRX5020208	SMARCA2	Neural	Neural progenitor cells	source_name=hNPCs	genotype/variation=wild type												
SRX502054	AR	Prostate	Prostate	source_name=Patient prostate normal tissue	tissue=prostate normal tissue												
SRX502056	AR	Prostate	Prostate	source_name=Patient prostate normal tissue	tissue=prostate normal tissue												
SRX502058	AR	Prostate	Prostate	source_name=Patient prostate normal tissue	tissue=prostate normal tissue												
SRX502060	AR	Prostate	Prostate	source_name=Patient prostate normal tissue	tissue=prostate normal tissue												
SRX502061	AR	Prostate	Prostate	source_name=Patient prostate normal tissue	tissue=prostate normal tissue												
SRX502068	AR	Prostate	Prostate	source_name=Patient prostate normal tissue	tissue=prostate normal tissue												
SRX503336	KSHV LANA	Cardiovascular	BEC	source_name=Dermal blood endothelium	cell type=Dermal blood endothelial cells	infection=rKSHV.219	cell line=BEC-219										
SRX5054307	FOSL2	Neural	Neural progenitor cells	source_name=hNPCs	genotype/variation=wild type												
SRX5075168	SMARCA4	Neural	Neural progenitor cells	source_name=hNPCs	genotype/variation=wild type	treatment=none	shRNA=none	antibody source=Abcam ab110641									
SRX5075180	SMARCA2	Neural	Neural progenitor cells	source_name=hNPCs	genotype/variation=wild type	treatment=none	shRNA=none	antibody source=Abcam ab15597									
SRX5095870	SPI1	Blood	Dendritic Cells	source_name=human inflammatory DC immature	culture type=monocyte derived DC	cell type=dendritic cells (DC)	"treatment and collection date=no LPS added, collection day 10"	culture conditions=GM-CSF + IL4									
SRX5126616	CTCF	Epidermis	Keratinocytes	source_name=keratinocytes	cell line=R204W	Stage=day0 (proliferation)											
SRX5138659	ETV2	Epidermis	Dermal fibroblast	source_name=hDFs transduced with rtTA and tet-HA-ETV2	cell type=induced endothelial cells	"stimulation=without doxycycline, day 7"											
SRX5138661	ETV2	Epidermis	Dermal fibroblast	source_name=hDFs transduced with rtTA and tet-HA-ETV2	cell type=induced endothelial cells	"stimulation=with doxycycline and DMSO, day 7"											
SRX514837	TP63	Epidermis	Keratinocytes	source_name=Human neonatal foreskin keratinocytes	agent=none												
SRX514840	TP53	Epidermis	Keratinocytes	source_name=Human neonatal foreskin keratinocytes	agent=none												
SRX514843	TP63	Epidermis	Keratinocytes	source_name=Human neonatal foreskin keratinocytes	agent=none												
SRX514846	TP53	Epidermis	Keratinocytes	source_name=Human neonatal foreskin keratinocytes	agent=none												
SRX5167217	CHD4	Blood	Nuclear cells	source_name=Normal peripheral blood nuclear cells	tissue=Peripheral blood	cell type=peripheral blood nuclear cells	disease state=normal										
SRX5167218	KDM6A	Blood	Nuclear cells	source_name=Normal peripheral blood nuclear cells	tissue=Peripheral blood	cell type=peripheral blood nuclear cells	disease state=normal										
SRX5169134	GATA2	Blood	Erythroid progenitors	source_name=erythroid progenitors (E-Prog)	cell type=human HSPC-derived early erythroid progenitors	tissue=Human umbilical cord blood											
SRX5169135	GATA1	Blood	Erythroid progenitors	source_name=erythroid progenitors (E-Prog)	cell type=human HSPC-derived early erythroid progenitors	tissue=Human umbilical cord blood											
SRX5169142	GATA2	Blood	Erythroid Precursor Cells	source_name=erythroid precursors (E-Prec)	cell type=human HSPC-derived late erythroid precursors	tissue=Human umbilical cord blood											
SRX5169143	GATA1	Blood	Erythroid Precursor Cells	source_name=erythroid precursors (E-Prec)	cell type=human HSPC-derived late erythroid precursors	tissue=Human umbilical cord blood											
