Experiment,source_name,tissue,chip_antibody,Library Name,cell_type,cell_line,Individual,isolate,AGE,genotype,Experimental_Factor:_immunoprecipitate (exp),Developmental_stage,Organism_part,disease,sample_type,Experimental_Factor:_compound (exp),donor_id,metastatic_site,dev_stage,health_state,treatment,disease_stage,Source,Experimental_Factor:_dose (exp),disease_state,hbv_genotype,antibody,ChIP,chip_antibody_vendor,replicate,genotype/variation,agent,genotype/antibody,Sample_id,strain,cell_description,infection,controlid,datatype_description,datatype,treatment_description,vendor,tissue_type,read_name_barcode_proc_directive (run),antibody_antibodydescription,antibody_targetdescription,antibody_vendorid,antibody_vendorname,labexpid,Protocol_description,protocol,cell_lineage,cell_sex,replicate_description,bio_material,Development_stage,cell_karyotype,developmental_stage/tissue,tranduced_with,treated_with,Experimental_Factor:_genotype (exp),cell_organism,cell,chip_target,Experimental_Factor:_sex (exp),replication,target,Experimental_Factor:_cell_line (exp),chip-antibody,clinical_history,Experimental_Factor:_cell_type (exp),geographic_location_(country_and/or_sea),softwareversion,specimen_with_known_storage_state,treatment/condition,tumor_stage,tumour_stage,type,Experimental_Factor:_OrganismPart (exp),lab_description,actual_read_length (run),affectedstatus,Experimental_Factor:_KNOCK_DOWN (exp),tag,antibodies,catalog_number,chip_antibody_catalog,chip_antibody_provider,Experimental_Factor:_developmental_stage (exp)
SRX1089816,Fetal hematopoietic stem/progenitor cells (HSPCs),Fetal HSPCs (F0),H3K27ac,,primary fetal liver CD34+ HSPCs (F0),,,,,,,,,,,,,,,,,,,,,,,,Abcam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetal liver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX1089817,Fetal erythroid progenitor cells (ProEs),Fetal ProEs (F5),H3K27ac,,primary fetal liver ProEs (F5),,,,,,,,,,,,,,,,,,,,,,,,Abcam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetal liver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX1089820,Fetal hematopoietic stem/progenitor cells (HSPCs),Fetal HSPCs (F0),H3K27me3,,primary fetal liver CD34+ HSPCs (F0),,,,,,,,,,,,,,,,,,,,,,,,Millipore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetal liver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX1089821,Fetal erythroid progenitor cells (ProEs),Fetal ProEs (F5),H3K27me3,,primary fetal liver ProEs (F5),,,,,,,,,,,,,,,,,,,,,,,,Millipore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetal liver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX1089823,Fetal hematopoietic stem/progenitor cells (HSPCs),Fetal HSPCs (F0),GATA1,,primary fetal liver CD34+ HSPCs (F0),,,,,,,,,,,,,,,,,,,,,,,,Abcam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetal liver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX1089825,Fetal hematopoietic stem/progenitor cells (HSPCs),Fetal HSPCs (F0),TAL1,,primary fetal liver CD34+ HSPCs (F0),,,,,,,,,,,,,,,,,,,,,,,,Santa Cruz Biotechnology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetal liver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX1089826,Fetal erythroid progenitor cells (ProEs),Fetal ProEs (F5),TAL1,,primary fetal liver ProEs (F5),,,,,,,,,,,,,,,,,,,,,,,,Santa Cruz Biotechnology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetal liver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX1089828,Fetal hematopoietic stem/progenitor cells (HSPCs),Fetal HSPCs (F0),NFE2,,primary fetal liver CD34+ HSPCs (F0),,,,,,,,,,,,,,,,,,,,,,,,Santa Cruz Biotechnology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetal liver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX1089829,Fetal erythroid progenitor cells (ProEs),Fetal ProEs (F5),NFE2,,primary fetal liver ProEs (F5),,,,,,,,,,,,,,,,,,,,,,,,Santa Cruz Biotechnology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetal liver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX1089832,Fetal hematopoietic stem/progenitor cells (HSPCs),Fetal HSPCs (F0),PU1,,primary fetal liver CD34+ HSPCs (F0),,,,,,,,,,,,,,,,,,,,,,,,Santa Cruz Biotechnology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetal liver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX1089834,Fetal hematopoietic stem/progenitor cells (HSPCs),Fetal HSPCs (F0),RUNX1,,primary fetal liver CD34+ HSPCs (F0),,,,,,,,,,,,,,,,,,,,,,,,Abcam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetal liver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX1089837,Fetal hematopoietic stem/progenitor cells (HSPCs),Fetal HSPCs (F0),,,primary fetal liver CD34+ HSPCs (F0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetal liver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX3394266,SW480 cell line,,Input,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dukes' type B\\, colorectal adenocarcinoma",,,,,,,,,,,,,
SRX3394267,SW480 cell line,,H3K4me2 (Millipore Cat. No. 07-030),,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dukes' type B\\, colorectal adenocarcinoma",,,,,,,,,,,,,
SRX3394268,SW480 cell line,,H3K4me3 (Millipore Cat. No. 07-473),,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dukes' type B\\, colorectal adenocarcinoma",,,,,,,,,,,,,
SRX3394269,SW480 cell line,,H3K36me3 (Abcam Cat. No. ab9050),,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dukes' type B\\, colorectal adenocarcinoma",,,,,,,,,,,,,
SRX3394270,SW480 cell line,,H3K27ac (Abcam Cat. No. ab4729),,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dukes' type B\\, colorectal adenocarcinoma",,,,,,,,,,,,,
SRX3394271,SW480 cell line,,FOXA2 (Proteintech Cat. No. 22474-1-AP),,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dukes' type B\\, colorectal adenocarcinoma",,,,,,,,,,,,,
SRX3394272,SW620 cell line,,Input,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dukes' type C\\, colorectal adenocarcinoma",,,,,,,,,,,,,
SRX3394273,SW620 cell line,,H3K4me2 (Millipore Cat. No. 07-030),,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dukes' type C\\, colorectal adenocarcinoma",,,,,,,,,,,,,
SRX3394274,SW620 cell line,,H3K4me3 (Millipore Cat. No. 07-473),,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dukes' type C\\, colorectal adenocarcinoma",,,,,,,,,,,,,
SRX3394275,SW620 cell line,,H3K36me3 (Abcam Cat. No. ab9050),,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dukes' type C\\, colorectal adenocarcinoma",,,,,,,,,,,,,
SRX3394276,SW620 cell line,,H3K27ac (Abcam Cat. No. ab4729),,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dukes' type C\\, colorectal adenocarcinoma",,,,,,,,,,,,,
SRX3394277,SW620 cell line,,FOXA2 (Proteintech Cat. No. 22474-1-AP),,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dukes' type C\\, colorectal adenocarcinoma",,,,,,,,,,,,,
SRX054456,THP-1 cells,,,GSM700468: IgG control,,THP-1,,,,,,,,,,,,,,,pooled,,,,,,IgG,,,,,,,,,,,,,,,,,ignore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX054457,THP-1 cells,,,GSM700469: LXR ChIP-seq vehicle treated,,THP-1,,,,,,,,,,,,,,,vehicle,,,,,,LXR,,,,,,,,,,,,,,,,,ignore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERX10615372,,,,AG_H3_11_p,,SUIT2-007,,not applicable,,wild type genotype,anti-Histone H3,adult,pancreatic duct,pancreatic ductal adenocarcinoma,,CD 2314,,liver,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERX10615372,,,,AG_H3_11_p,,SUIT2-007,,not applicable,,wild type genotype,anti-Histone H3,adult,pancreatic duct,pancreatic ductal adenocarcinoma,,CD 2314,,liver,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERX10615372,,,,AG_H3_11_p,,SUIT2-007,,not applicable,,wild type genotype,anti-Histone H3,adult,pancreatic duct,pancreatic ductal adenocarcinoma,,CD 2314,,liver,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERX10615372,,,,AG_H3_11_p,,SUIT2-007,,not applicable,,wild type genotype,anti-Histone H3,adult,pancreatic duct,pancreatic ductal adenocarcinoma,,CD 2314,,liver,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERX10615372,,,,AG_H3_11_p,,SUIT2-007,,not applicable,,wild type genotype,anti-Histone H3,adult,pancreatic duct,pancreatic ductal adenocarcinoma,,CD 2314,,liver,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERX10615372,,,,AG_H3_11_p,,SUIT2-007,,not applicable,,wild type genotype,anti-Histone H3,adult,pancreatic duct,pancreatic ductal adenocarcinoma,,CD 2314,,liver,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERX10615372,,,,AG_H3_11_p,,SUIT2-007,,not applicable,,wild type genotype,anti-Histone H3,adult,pancreatic duct,pancreatic ductal adenocarcinoma,,CD 2314,,liver,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERX10615372,,,,AG_H3_11_p,,SUIT2-007,,not applicable,,wild type genotype,anti-Histone H3,adult,pancreatic duct,pancreatic ductal adenocarcinoma,,CD 2314,,liver,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERX10615372,,,,AG_H3_11_p,,SUIT2-007,,not applicable,,wild type genotype,anti-Histone H3,adult,pancreatic duct,pancreatic ductal adenocarcinoma,,CD 2314,,liver,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERX10615372,,,,AG_H3_11_p,,SUIT2-007,,not applicable,,wild type genotype,anti-Histone H3,adult,pancreatic duct,pancreatic ductal adenocarcinoma,,CD 2314,,liver,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERX10615372,,,,AG_H3_11_p,,SUIT2-007,,not applicable,,wild type genotype,anti-Histone H3,adult,pancreatic duct,pancreatic ductal adenocarcinoma,,CD 2314,,liver,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERX10615372,,,,AG_H3_11_p,,SUIT2-007,,not applicable,,wild type genotype,anti-Histone H3,adult,pancreatic duct,pancreatic ductal adenocarcinoma,,CD 2314,,liver,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERX10615372,,,,AG_H3_11_p,,SUIT2-007,,not applicable,,wild type genotype,anti-Histone H3,adult,pancreatic duct,pancreatic ductal adenocarcinoma,,CD 2314,,liver,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERX10615372,,,,AG_H3_11_p,,SUIT2-007,,not applicable,,wild type genotype,anti-Histone H3,adult,pancreatic duct,pancreatic ductal adenocarcinoma,,CD 2314,,liver,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERX10615372,,,,AG_H3_11_p,,SUIT2-007,,not applicable,,wild type genotype,anti-Histone H3,adult,pancreatic duct,pancreatic ductal adenocarcinoma,,CD 2314,,liver,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERX10615372,,,,AG_H3_11_p,,SUIT2-007,,not applicable,,wild type genotype,anti-Histone H3,adult,pancreatic duct,pancreatic ductal adenocarcinoma,,CD 2314,,liver,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERX10615372,,,,AG_H3_11_p,,SUIT2-007,,not applicable,,wild type genotype,anti-Histone H3,adult,pancreatic duct,pancreatic ductal adenocarcinoma,,CD 2314,,liver,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERX10615372,,,,AG_H3_11_p,,SUIT2-007,,not applicable,,wild type genotype,anti-Histone H3,adult,pancreatic duct,pancreatic ductal adenocarcinoma,,CD 2314,,liver,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERX10615372,,,,AG_H3_11_p,,SUIT2-007,,not applicable,,wild type genotype,anti-Histone H3,adult,pancreatic duct,pancreatic ductal adenocarcinoma,,CD 2314,,liver,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERX10615372,,,,AG_H3_11_p,,SUIT2-007,,not applicable,,wild type genotype,anti-Histone H3,adult,pancreatic duct,pancreatic ductal adenocarcinoma,,CD 2314,,liver,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERX10615373,,,,AN_H3_12_p,,SUIT2-007,,not applicable,,wild type genotype,anti-Histone H3,adult,pancreatic duct,pancreatic ductal adenocarcinoma,,LE 135,,liver,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERX10615373,,,,AN_H3_12_p,,SUIT2-007,,not applicable,,wild type genotype,anti-Histone H3,adult,pancreatic duct,pancreatic ductal adenocarcinoma,,LE 135,,liver,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERX10615373,,,,AN_H3_12_p,,SUIT2-007,,not applicable,,wild type genotype,anti-Histone H3,adult,pancreatic duct,pancreatic ductal adenocarcinoma,,LE 135,,liver,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERX10615373,,,,AN_H3_12_p,,SUIT2-007,,not applicable,,wild type genotype,anti-Histone H3,adult,pancreatic duct,pancreatic ductal adenocarcinoma,,LE 135,,liver,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERX10615373,,,,AN_H3_12_p,,SUIT2-007,,not applicable,,wild type genotype,anti-Histone H3,adult,pancreatic duct,pancreatic ductal adenocarcinoma,,LE 135,,liver,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERX10615373,,,,AN_H3_12_p,,SUIT2-007,,not applicable,,wild type genotype,anti-Histone H3,adult,pancreatic duct,pancreatic ductal adenocarcinoma,,LE 135,,liver,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERX10615373,,,,AN_H3_12_p,,SUIT2-007,,not applicable,,wild type genotype,anti-Histone H3,adult,pancreatic duct,pancreatic ductal adenocarcinoma,,LE 135,,liver,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERX10615373,,,,AN_H3_12_p,,SUIT2-007,,not applicable,,wild type genotype,anti-Histone H3,adult,pancreatic duct,pancreatic ductal adenocarcinoma,,LE 135,,liver,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERX10615373,,,,AN_H3_12_p,,SUIT2-007,,not applicable,,wild type genotype,anti-Histone H3,adult,pancreatic duct,pancreatic ductal adenocarcinoma,,LE 135,,liver,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERX10615373,,,,AN_H3_12_p,,SUIT2-007,,not applicable,,wild type genotype,anti-Histone H3,adult,pancreatic duct,pancreatic ductal adenocarcinoma,,LE 135,,liver,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERX10615373,,,,AN_H3_12_p,,SUIT2-007,,not applicable,,wild type genotype,anti-Histone H3,adult,pancreatic duct,pancreatic ductal adenocarcinoma,,LE 135,,liver,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERX10615373,,,,AN_H3_12_p,,SUIT2-007,,not applicable,,wild type genotype,anti-Histone H3,adult,pancreatic duct,pancreatic ductal adenocarcinoma,,LE 135,,liver,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERX10615373,,,,AN_H3_12_p,,SUIT2-007,,not applicable,,wild type genotype,anti-Histone H3,adult,pancreatic duct,pancreatic ductal adenocarcinoma,,LE 135,,liver,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERX10615373,,,,AN_H3_12_p,,SUIT2-007,,not applicable,,wild type genotype,anti-Histone H3,adult,pancreatic duct,pancreatic ductal adenocarcinoma,,LE 135,,liver,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERX10615373,,,,AN_H3_12_p,,SUIT2-007,,not applicable,,wild type genotype,anti-Histone H3,adult,pancreatic duct,pancreatic ductal adenocarcinoma,,LE 135,,liver,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERX10615373,,,,AN_H3_12_p,,SUIT2-007,,not applicable,,wild type genotype,anti-Histone H3,adult,pancreatic duct,pancreatic ductal adenocarcinoma,,LE 135,,liver,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERX10615373,,,,AN_H3_12_p,,SUIT2-007,,not applicable,,wild type genotype,anti-Histone H3,adult,pancreatic duct,pancreatic ductal adenocarcinoma,,LE 135,,liver,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERX10615373,,,,AN_H3_12_p,,SUIT2-007,,not applicable,,wild type genotype,anti-Histone H3,adult,pancreatic duct,pancreatic ductal adenocarcinoma,,LE 135,,liver,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERX10615373,,,,AN_H3_12_p,,SUIT2-007,,not applicable,,wild type genotype,anti-Histone H3,adult,pancreatic duct,pancreatic ductal adenocarcinoma,,LE 135,,liver,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERX10615373,,,,AN_H3_12_p,,SUIT2-007,,not applicable,,wild type genotype,anti-Histone H3,adult,pancreatic duct,pancreatic ductal adenocarcinoma,,LE 135,,liver,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERX10615374,,,,Veh_H3_10_p,,SUIT2-007,,not applicable,,wild type genotype,anti-Histone H3,adult,pancreatic duct,pancreatic ductal adenocarcinoma,,none,,liver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERX10615374,,,,Veh_H3_10_p,,SUIT2-007,,not applicable,,wild type genotype,anti-Histone H3,adult,pancreatic duct,pancreatic ductal adenocarcinoma,,none,,liver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERX10615374,,,,Veh_H3_10_p,,SUIT2-007,,not applicable,,wild type genotype,anti-Histone H3,adult,pancreatic duct,pancreatic ductal adenocarcinoma,,none,,liver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERX10615374,,,,Veh_H3_10_p,,SUIT2-007,,not applicable,,wild type genotype,anti-Histone H3,adult,pancreatic duct,pancreatic ductal adenocarcinoma,,none,,liver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERX10615374,,,,Veh_H3_10_p,,SUIT2-007,,not applicable,,wild type genotype,anti-Histone H3,adult,pancreatic duct,pancreatic ductal adenocarcinoma,,none,,liver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERX10615374,,,,Veh_H3_10_p,,SUIT2-007,,not applicable,,wild type genotype,anti-Histone H3,adult,pancreatic duct,pancreatic ductal adenocarcinoma,,none,,liver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERX10615374,,,,Veh_H3_10_p,,SUIT2-007,,not applicable,,wild type genotype,anti-Histone H3,adult,pancreatic duct,pancreatic ductal adenocarcinoma,,none,,liver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERX10615374,,,,Veh_H3_10_p,,SUIT2-007,,not applicable,,wild type genotype,anti-Histone H3,adult,pancreatic duct,pancreatic ductal adenocarcinoma,,none,,liver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERX10615374,,,,Veh_H3_10_p,,SUIT2-007,,not applicable,,wild type genotype,anti-Histone H3,adult,pancreatic duct,pancreatic ductal adenocarcinoma,,none,,liver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERX10615374,,,,Veh_H3_10_p,,SUIT2-007,,not applicable,,wild type genotype,anti-Histone H3,adult,pancreatic duct,pancreatic ductal adenocarcinoma,,none,,liver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERX10615374,,,,Veh_H3_10_p,,SUIT2-007,,not applicable,,wild type genotype,anti-Histone H3,adult,pancreatic duct,pancreatic ductal adenocarcinoma,,none,,liver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERX10615374,,,,Veh_H3_10_p,,SUIT2-007,,not applicable,,wild type genotype,anti-Histone H3,adult,pancreatic duct,pancreatic ductal adenocarcinoma,,none,,liver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERX10615374,,,,Veh_H3_10_p,,SUIT2-007,,not applicable,,wild type genotype,anti-Histone H3,adult,pancreatic duct,pancreatic ductal adenocarcinoma,,none,,liver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERX10615374,,,,Veh_H3_10_p,,SUIT2-007,,not applicable,,wild type genotype,anti-Histone H3,adult,pancreatic duct,pancreatic ductal adenocarcinoma,,none,,liver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERX10615374,,,,Veh_H3_10_p,,SUIT2-007,,not applicable,,wild type genotype,anti-Histone H3,adult,pancreatic duct,pancreatic ductal adenocarcinoma,,none,,liver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERX10615374,,,,Veh_H3_10_p,,SUIT2-007,,not applicable,,wild type genotype,anti-Histone H3,adult,pancreatic duct,pancreatic ductal adenocarcinoma,,none,,liver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERX10615374,,,,Veh_H3_10_p,,SUIT2-007,,not applicable,,wild type genotype,anti-Histone H3,adult,pancreatic duct,pancreatic ductal adenocarcinoma,,none,,liver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
