0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34
SRX4288475	CTCF	Blood	Lymphoblastoid cell line	Tissue=blood|Lineage=mesoderm|Description=parental cell type to lymphoblastoid cell lines	39376017,68.5,3.4,7163	GSM3212929: lgs301315 CTCF HiChIP-seq; Homo sapiens; ChIP-Seq	source_name=CTCF HiChIP-seq	cell line=lymphoblastoid cell lines (LCLs)	disease=Systemic lupus erythematosus	race=European-American	gender=female	chip antibody=CTCF (Cell Signaling #3418, clone D31H2)																						
SRX4288476	CTCF	Blood	Lymphoblastoid cell line	Tissue=blood|Lineage=mesoderm|Description=parental cell type to lymphoblastoid cell lines	53873305,61.9,3.8,5215	GSM3212930: lgs301283 CTCF HiChIP-seq; Homo sapiens; ChIP-Seq	source_name=CTCF HiChIP-seq	cell line=lymphoblastoid cell lines (LCLs)	disease=Systemic lupus erythematosus	race=European-American	gender=female	chip antibody=CTCF (Cell Signaling #3418, clone D31H2)																						
SRX4345356	NFATC2	Blood	CD4+ T cells	NA	44561705,91.4,17.7,5031	GSM3258563: ChIP-seq NFAT1 Act.5 h rep1; Homo sapiens; ChIP-Seq	source_name=ChIP-seq_NFAT1_Act.5 h	subject status=healthy donor	tissue=peripheral blood	cell type=primary naive CD4 T cells	activation=Act. 5 h with anti-CD3 and -CD28 antibodies	chip antibody=NFAT1 Cell Signaling #5861																						
SRX4345357	NFATC2	Blood	CD4+ T cells	NA	13533083,96.7,6.6,2521	GSM3258564: ChIP-seq NFAT1 Act.5 h rep2; Homo sapiens; ChIP-Seq	source_name=ChIP-seq_NFAT1_Act.5 h	subject status=healthy donor	tissue=peripheral blood	cell type=primary naive CD4 T cells	activation=Act. 5 h with anti-CD3 and -CD28 antibodies	chip antibody=NFAT1 Cell Signaling #5861																						
SRX4345358	NFATC2	Blood	CD4+ T cells	NA	33161507,91.9,12.4,2728	GSM3258565: ChIP-seq NFAT1 Act.5 h without CD28 rep1; Homo sapiens; ChIP-Seq	source_name=ChIP-seq_NFAT1_Act.5 h_without_CD28	subject status=healthy donor	tissue=peripheral blood	cell type=primary naive CD4 T cells	activation=Act. 5 h with anti-CD3 antibody	chip antibody=NFAT1 Cell Signaling #5861																						
SRX4345359	NFATC2	Blood	CD4+ T cells	NA	11931131,97.0,9.3,3806	GSM3258566: ChIP-seq NFAT1 Act.5 h without CD28 rep2; Homo sapiens; ChIP-Seq	source_name=ChIP-seq_NFAT1_Act.5 h_without_CD28	subject status=healthy donor	tissue=peripheral blood	cell type=primary naive CD4 T cells	activation=Act. 5 h with anti-CD3 antibody	chip antibody=NFAT1 Cell Signaling #5861																						
SRX4345360	NFATC1	Blood	CD4+ T cells	NA	36321322,90.7,45.4,1119	GSM3258567: ChIP-seq NFAT2 Act.5 h rep1; Homo sapiens; ChIP-Seq	source_name=ChIP-seq_NFAT2_Act.5 h	subject status=healthy donor	tissue=peripheral blood	cell type=primary naive CD4 T cells	activation=Act. 5 h with anti-CD3 and -CD28 antibodies	chip antibody=NFAT2 Cell Signaling #8032																						
SRX4345361	NFATC1	Blood	CD4+ T cells	NA	13966849,94.4,9.0,752	GSM3258568: ChIP-seq NFAT2 Act.5 h rep2; Homo sapiens; ChIP-Seq	source_name=ChIP-seq_NFAT2_Act.5 h	subject status=healthy donor	tissue=peripheral blood	cell type=primary naive CD4 T cells	activation=Act. 5 h with anti-CD3 and -CD28 antibodies	chip antibody=NFAT2 Cell Signaling #8032																						
SRX4345362	FOS	Blood	CD4+ T cells	NA	39761618,92.1,15.8,3963	GSM3258569: ChIP-seq cFOS Act.5 h; Homo sapiens; ChIP-Seq	source_name=ChIP-seq_cFOS_Act.5 h	subject status=healthy donor	tissue=peripheral blood	cell type=primary naive CD4 T cells	activation=Act. 5 h with anti-CD3 and -CD28 antibodies	chip antibody=cFOS Cell Signaling #2250																						
SRX4345363	JUNB	Blood	CD4+ T cells	NA	54581168,86.4,47.5,11125	GSM3258570: ChIP-seq JUNB Act.5 h; Homo sapiens; ChIP-Seq	source_name=ChIP-seq_JUNB_Act.5 h	subject status=healthy donor	tissue=peripheral blood	cell type=primary naive CD4 T cells	activation=Act. 5 h with anti-CD3 and -CD28 antibodies	chip antibody=JUNB Cell Signaling #3753																						
SRX4345364	MYC	Blood	CD4+ T cells	NA	41874382,84.4,25.9,1535	GSM3258571: ChIP-seq cMYC Act.5 h; Homo sapiens; ChIP-Seq	source_name=ChIP-seq_cMYC_Act.5 h	subject status=healthy donor	tissue=peripheral blood	cell type=primary naive CD4 T cells	activation=Act. 5 h with anti-CD3 and -CD28 antibodies	chip antibody=cMYC Cell Signaling #2250																						
SRX4345365	NFKB1	Blood	CD4+ T cells	NA	44684822,88.4,46.2,1600	GSM3258572: ChIP-seq NFƘB Act.5 h rep1; Homo sapiens; ChIP-Seq	source_name=ChIP-seq_NFƘB_Act.5 h	subject status=healthy donor	tissue=peripheral blood	cell type=primary naive CD4 T cells	activation=Act. 5 h with anti-CD3 and -CD28 antibodies	chip antibody=NFƘB p50 Cell Signaling #12540																						
SRX4345366	NFKB1	Blood	CD4+ T cells	NA	17362455,97.7,7.5,1495	GSM3258573: ChIP-seq NFƘB Act.5 h rep2; Homo sapiens; ChIP-Seq	source_name=ChIP-seq_NFƘB_Act.5 h	subject status=healthy donor	tissue=peripheral blood	cell type=primary naive CD4 T cells	activation=Act. 5 h with anti-CD3 and -CD28 antibodies	chip antibody=NFƘB p50 Cell Signaling #12540																						
SRX4367421	TBP	Lung	Bronchial tracheal epithelial cells	NA	178463608,9.9,15.1,3153	GSM3261560: wt MOI20 TBP 12hpi; Homo sapiens; ChIP-Seq	source_name=HBTEC_wt_MOI20_TBP_12hpi	Sex=male	cell type=Primary Human Bronchial/Tracheal Epithelial Cells (HBTEC)	infected with=an Ad5-based vector expressing wild-type E1A (wt) at an MOI of 20	passage=&lt;18	chip antibody=Mouse monoclonal anti-TBP Diagenode Cat#C15200002	molecule subtype=genomic DNA and viral DNA																					
SRX4367422	TBP	Lung	Bronchial tracheal epithelial cells	NA	46214967,69.5,19.1,6090	GSM3261561: wt MOI20 TBP 18hpi; Homo sapiens; ChIP-Seq	source_name=HBTEC_wt_MOI20_TBP_18hpi	Sex=male	cell type=Primary Human Bronchial/Tracheal Epithelial Cells (HBTEC)	infected with=an Ad5-based vector expressing wild-type E1A (wt) at an MOI of 20	passage=&lt;19	chip antibody=Mouse monoclonal anti-TBP Diagenode Cat#C15200002	molecule subtype=genomic DNA and viral DNA																					
SRX4367431	TBP	Lung	Bronchial tracheal epithelial cells	NA	40218561,22.1,15.0,13834	GSM3261570: wt MOI5 dl312 Pol2 12hpi; Homo sapiens; ChIP-Seq	source_name=HBTEC_wt_MOI5_dl312_Pol2_12hpi	Sex=male	cell type=Primary Human Bronchial/Tracheal Epithelial Cells (HBTEC)	infected with=a mixture of the wt E1A-expressing vector at an MOI of 5 with an Ad5 mutant containing an E1A deletion (dl312) at an MOI of 95	passage=&lt;28	chip antibody=Mouse monoclonal anti-TBP Diagenode Cat#C15200002	molecule subtype=genomic DNA and viral DNA																					
SRX4367432	TBP	Lung	Bronchial tracheal epithelial cells	NA	21480023,27.8,10.4,7017	GSM3261571: wt MOI5 dl312 Pol2 18hpi; Homo sapiens; ChIP-Seq	source_name=HBTEC_wt_MOI5_dl312_Pol2_18hpi	Sex=male	cell type=Primary Human Bronchial/Tracheal Epithelial Cells (HBTEC)	infected with=a mixture of the wt E1A-expressing vector at an MOI of 5 with an Ad5 mutant containing an E1A deletion (dl312) at an MOI of 95	passage=&lt;29	chip antibody=Mouse monoclonal anti-TBP Diagenode Cat#C15200002	molecule subtype=genomic DNA and viral DNA																					
SRX4367441	TBP	Lung	Bronchial tracheal epithelial cells	NA	32887870,30.4,13.0,6347	GSM3261580: DM MOI100 Pol2 12hpi; Homo sapiens; ChIP-Seq	source_name=HBTEC_DM_MOI100_Pol2_12hpi	Sex=male	cell type=Primary Human Bronchial/Tracheal Epithelial Cells (HBTEC)	infected with=an Ad5 mutant expressing E1A with multi-alanine substitutions in regions involved in p300 binding at an MOI of 100	passage=&lt;38	chip antibody=Mouse monoclonal anti-TBP Diagenode Cat#C15200002	molecule subtype=genomic DNA and viral DNA																					
SRX4367442	TBP	Lung	Bronchial tracheal epithelial cells	NA	36863415,28.3,14.6,4381	GSM3261581: DM MOI100 Pol2 18hpi; Homo sapiens; ChIP-Seq	source_name=HBTEC_DM_MOI100_Pol2_18hpi	Sex=male	cell type=Primary Human Bronchial/Tracheal Epithelial Cells (HBTEC)	infected with=an Ad5 mutant expressing E1A with multi-alanine substitutions in regions involved in p300 binding at an MOI of 100	passage=&lt;39	chip antibody=Mouse monoclonal anti-TBP Diagenode Cat#C15200002	molecule subtype=genomic DNA and viral DNA																					
SRX4370433	CTCF	Neural	Anterior temporal cortex	NA	21754373,98.0,25.8,5961	GSM3262291: ME11 CTCF (chip-seq); Homo sapiens; ChIP-Seq	source_name=Adult anterior temporal cortex	developmental stage=Adult	tissue=brain (anterior temporal cortex)	chip antibody=CTCF (Abcam, ab70303, lot# GR320146-4)																								
SRX4370436	CTCF	Neural	Anterior temporal cortex	NA	30538540,99.3,54.7,14286	GSM3262294: ME47 CTCF (chip-seq); Homo sapiens; ChIP-Seq	source_name=Fetal anterior temporal cortex	developmental stage=Fetal	tissue=brain (anterior temporal cortex)	chip antibody=CTCF (Abcam, ab70303, lot# GR320146-4)																								
SRX4389612	CBX4	Others	Mesenchymal stem cells	NA	6606716,24.1,28.1,1488	GSM3270938: CBX4-/- hMSC induced with lentiviruses expressing Flag-CBX4, incubated with Flag Ab during ChIP [Flag-ChIP-Flag-CBX4-1]; Homo sapiens; ChIP-Seq	source_name=CBX4-/- hMSC induced with lentiviruses expressing Flag-CBX4, sample incubated with Flag antibody	cell type=MSC	passages=p8	chip antibody=Flag																								
SRX4389613	CBX4	Others	Mesenchymal stem cells	NA	5973969,9.6,18.2,264	GSM3270939: CBX4-/- hMSC induced with lentiviruses expressing Flag-CBX4, incubated with Flag Ab during ChIP [Flag-ChIP-Flag-CBX4-2]; Homo sapiens; ChIP-Seq	source_name=CBX4-/- hMSC induced with lentiviruses expressing Flag-CBX4, sample incubated with Flag antibody	cell type=MSC	passages=p8	chip antibody=Flag																								
SRX4394213	HDGF2	Muscle	Myoblasts	MeSH Description=Embryonic (precursor) cells of the myogenic lineage that develop from the MESODERM. They undergo proliferation, migrate to their various sites, and then differentiate into the appropriate form of myocytes (MYOCYTES, SKELETAL; MYOCYTES, CARDIAC; MYOCYTES, SMOOTH MUSCLE).	54424775,91.5,44.2,1028	GSM3272346: MB HDGF2; Homo sapiens; ChIP-Seq	source_name=Myoblast	genotype=Wild type	tissue=Myoblast	chip antibody=HDGF2, Proteintech, #15134-1-AP																								
SRX4394214	HDGF2	Muscle	Myotube	NA	46474153,88.5,31.8,951	GSM3272347: MT HDGF2; Homo sapiens; ChIP-Seq	source_name=Myotube	genotype=Wild type	tissue=Myotube	chip antibody=HDGF2, Proteintech, #15134-1-AP																								
SRX4394221	PSIP1	Muscle	Myoblasts	MeSH Description=Embryonic (precursor) cells of the myogenic lineage that develop from the MESODERM. They undergo proliferation, migrate to their various sites, and then differentiate into the appropriate form of myocytes (MYOCYTES, SKELETAL; MYOCYTES, CARDIAC; MYOCYTES, SMOOTH MUSCLE).	69090142,90.5,7.4,809	GSM3272354: MB LEDGF; Homo sapiens; ChIP-Seq	source_name=Myoblast	genotype=Wild type	tissue=Myoblast	chip antibody=LEDGF, Proteintech, #25504-1-AP																								
SRX4394222	PSIP1	Muscle	Myotube	NA	54749333,89.9,9.3,820	GSM3272355: MT LEDGF; Homo sapiens; ChIP-Seq	source_name=Myotube	genotype=Wild type	tissue=Myotube	chip antibody=LEDGF, Proteintech, #25504-1-AP																								
SRX4394225	SUPT16H	Muscle	Myoblasts	MeSH Description=Embryonic (precursor) cells of the myogenic lineage that develop from the MESODERM. They undergo proliferation, migrate to their various sites, and then differentiate into the appropriate form of myocytes (MYOCYTES, SKELETAL; MYOCYTES, CARDIAC; MYOCYTES, SMOOTH MUSCLE).	55389770,51.2,35.6,1251	GSM3272358: MB SPT16; Homo sapiens; ChIP-Seq	source_name=Myoblast	genotype=Wild type	tissue=Myoblast	chip antibody=SPT16, Cell Signaling, #12191																								
SRX4394226	SUPT16H	Muscle	Myotube	NA	43924394,41.3,70.3,592	GSM3272360: MT SPT16; Homo sapiens; ChIP-Seq	source_name=Myotube	genotype=Wild type	tissue=Myotube	chip antibody=SPT16, Cell Signaling, #12191																								
SRX447385	LMNA	Epidermis	Dermal fibroblast	NA	22832548,92.4,17.4,529	GSM1313397: LDF LMNA; Homo sapiens; ChIP-Seq	source_name=normal dermal fibroblasts	biomaterial_provider=Lonza	cell line=Lonza CC-2511	cell type=normal dermal fibroblasts	passages=5-7	chip-antibody=Santa Cruz sc-7292																						
SRX447387	LMNA	Epidermis	Dermal fibroblast	NA	50398589,98.4,11.4,1633	GSM1313399: ADF04DF LMNA rep1; Homo sapiens; ChIP-Seq	source_name=normal primary dermal fibroblasts	biomaterial_provider=Norwegian Stem Cell Center	cell line=--	cell type=normal primary dermal fibroblasts	passages=5-7	chip-antibody=Santa Cruz sc-7292																						
SRX447388	LMNA	Epidermis	Dermal fibroblast	NA	42853535,98.3,8.0,1505	GSM1313400: ADF04DF LMNA rep2; Homo sapiens; ChIP-Seq	source_name=normal primary dermal fibroblasts	biomaterial_provider=Norwegian Stem Cell Center	cell line=--	cell type=normal primary dermal fibroblasts	passages=5-7	chip-antibody=Santa Cruz sc-7292																						
SRX447428	KMT2A	Blood	CD34+	NA	27800933,68.4,48.5,553	GSM1313522: MLL HSPC-MA9cells ChIPseq; Homo sapiens; ChIP-Seq	source_name=umbilical cord blood	cell type=CD34+ cells	transduction=HSPC-MA9	chip antibody=MLL N-terminus (Bethyl 086A)																								
SRX447429	MLLT3	Blood	CD34+	NA	21881549,78.7,16.2,561	GSM1313523: AF9 HSPC-MA9cells ChIPseq; Homo sapiens; ChIP-Seq	source_name=umbilical cord blood	cell type=CD34+ cells	transduction=HSPC-MA9	chip antibody=AF9 C-terminus (Bethyl 597A)																								
SRX4488114	NR3C1	Kidney	Podocytes	MeSH Description=Highly differentiated epithelial cells of the visceral layer of BOWMAN CAPSULE of the KIDNEY. They are composed of a cell body with major CELL SURFACE EXTENSIONS and secondary fingerlike extensions called pedicels. They enwrap the KIDNEY GLOMERULUS capillaries with their cell surface extensions forming a filtration structure. The pedicels of neighboring podocytes interdigitate with each other leaving between them filtration slits that are bridged by an extracellular structure impermeable to large macromolecules called the slit diaphragm, and provide the last barrier to protein loss in the KIDNEY.	39139523,77.3,26.1,1482	GSM3314496: GR-ChIP-seq; Homo sapiens; ChIP-Seq	source_name=human podocyte	chip antibody=Santa Cruz, sc1003	tissue=podocyte																									
SRX4521396	CTCF	Blood	Macrophages	MeSH Description=The relatively long-lived phagocytic cell of mammalian tissues that are derived from blood MONOCYTES. Main types are PERITONEAL MACROPHAGES; ALVEOLAR MACROPHAGES; HISTIOCYTES; KUPFFER CELLS of the liver; and OSTEOCLASTS. They may further differentiate within chronic inflammatory lesions to EPITHELIOID CELLS or may fuse to form FOREIGN BODY GIANT CELLS or LANGHANS GIANT CELLS. (from The Dictionary of Cell Biology, Lackie and Dow, 3rd ed.)	31695565,71.6,21.5,23639	GSM3324478: Human10 ChIP CTCF Mock 24h; Homo sapiens; ChIP-Seq	source_name=Human blood monocytes derived	human donor=Human10	cell type=monocyte derived macrophage	chip antibody=CTCF, Active Motif #61311	viral infection=mock infected	viral strain=NA	time post infection viral infection=24h																					
SRX4521397	CTCF	Blood	Macrophages	MeSH Description=The relatively long-lived phagocytic cell of mammalian tissues that are derived from blood MONOCYTES. Main types are PERITONEAL MACROPHAGES; ALVEOLAR MACROPHAGES; HISTIOCYTES; KUPFFER CELLS of the liver; and OSTEOCLASTS. They may further differentiate within chronic inflammatory lesions to EPITHELIOID CELLS or may fuse to form FOREIGN BODY GIANT CELLS or LANGHANS GIANT CELLS. (from The Dictionary of Cell Biology, Lackie and Dow, 3rd ed.)	28575115,80.7,21.0,10614	GSM3324479: Human10 ChIP CTCF ZIKVnegative 24h; Homo sapiens; ChIP-Seq	source_name=Human blood monocytes derived	human donor=Human10	cell type=monocyte derived macrophage	chip antibody=CTCF, Active Motif #61311	viral infection=ZIKV-bystander	viral strain=ZIKV-FSS13025	time post infection viral infection=24h																					
SRX4521398	CTCF	Blood	Macrophages	MeSH Description=The relatively long-lived phagocytic cell of mammalian tissues that are derived from blood MONOCYTES. Main types are PERITONEAL MACROPHAGES; ALVEOLAR MACROPHAGES; HISTIOCYTES; KUPFFER CELLS of the liver; and OSTEOCLASTS. They may further differentiate within chronic inflammatory lesions to EPITHELIOID CELLS or may fuse to form FOREIGN BODY GIANT CELLS or LANGHANS GIANT CELLS. (from The Dictionary of Cell Biology, Lackie and Dow, 3rd ed.)	28317957,76.5,20.4,17241	GSM3324480: Human10 ChIP CTCF ZIKVpositive 24h; Homo sapiens; ChIP-Seq	source_name=Human blood monocytes derived	human donor=Human10	cell type=monocyte derived macrophage	chip antibody=CTCF, Active Motif #61311	viral infection=ZIKV-infected	viral strain=ZIKV-FSS13025	time post infection viral infection=24h																					
SRX4582746	AR	Prostate	Localized prostate	NA	1731938,99.7,0.0,265	GSM3349087: Localized normal AR 1335 N; Homo sapiens; ChIP-Seq	source_name=Patient localized prostate normal tissue	tissue=localized normal tissue	chip antibody=AR	chip antibody vendor=Santa Cruz Biotechnology	chromosome=Chr2																							
SRX4582747	AR	Prostate	Localized prostate	NA	1549539,99.7,0.0,1213	GSM3349088: Localized tumor AR 1335 T; Homo sapiens; ChIP-Seq	source_name=Patient localized prostate tumor tissue	tissue=localized tumor tissue	chip antibody=AR	chip antibody vendor=Santa Cruz Biotechnology	chromosome=Chr2																							
SRX4582748	AR	Prostate	Localized prostate	NA	1901447,99.3,0.0,337	GSM3349089: Localized normal AR 1609 N; Homo sapiens; ChIP-Seq	source_name=Patient localized prostate normal tissue	tissue=localized normal tissue	chip antibody=AR	chip antibody vendor=Santa Cruz Biotechnology	chromosome=Chr2																							
SRX4582749	AR	Prostate	Localized prostate	NA	1571761,99.9,0.0,1091	GSM3349090: Localized tumor AR 1609 T; Homo sapiens; ChIP-Seq	source_name=Patient localized prostate tumor tissue	tissue=localized tumor tissue	chip antibody=AR	chip antibody vendor=Santa Cruz Biotechnology	chromosome=Chr2																							
